transaction_id,sender_account,amount,sender_avg_amount,sender_max_amount,amount_to_sender_avg,amount_z_score,amount_deviation_from_baseline_30d,tx_frequency_7d,tx_frequency_30d,frequency_change_vs_avg_7d,sender_tx_count_24h,sender_volume_24h,same_day_count,rapid_transfer_count,is_new_recipient,unique_recipients_7d,hour,is_off_hours,counterparty_change_score_7d
4601,ACC000093,2673.16,32496.54945945946,84077.69,0.08225981048649048,-1.3278702795865804,-1.3278702795865804,16,37,1.0523809523809522,1,854.38,0,0,1.0,12,8,1.0,0.7647058823529411
4602,ACC000093,16092.69,31378.85175,84077.69,0.5128514621316569,-0.6880760542103924,-0.6880760542103924,18,40,1.2380952380952384,3,52781.74,3,0,1.0,14,16,0.0,0.7777777777777778
4603,ACC000093,19607.28,34435.30806451613,84077.69,0.5693946446846028,-0.6794633106017886,-0.6794633106017886,12,31,0.6809523809523808,1,32587.43,1,0,0.0,10,16,0.0,0.8421052631578947
4604,ACC000093,55025.39,34538.64151515151,84077.69,1.5931544376422941,0.9509527389911943,0.9509527389911943,14,33,0.8999999999999999,2,72280.62,1,0,0.0,11,14,0.0,0.7647058823529411
4605,ACC000093,4781.48,35599.60611111111,84077.69,0.1343127220305855,-1.370289593396734,-1.370289593396734,13,18,1.2571428571428571,2,115930.38,1,0,1.0,12,13,0.0,0.8571428571428572
4606,ACC000093,33037.06,31336.33358974359,84077.69,1.0542733056305302,0.07559721205861578,0.07559721205861578,18,39,1.2714285714285716,3,20599.06,2,0,0.0,14,11,0.0,0.7894736842105263
4607,ACC000093,43526.42,28791.412500000002,56901.22,1.5117848073622646,0.9617239326601745,0.9617239326601745,8,8,0.8761904761904762,2,55940.73,2,0,0.0,7,16,0.0,0.0
4608,ACC000093,44085.64,30734.984318181818,84077.69,1.434379778548329,0.6231437602848214,0.6231437602848214,20,44,1.3904761904761906,4,97185.24,3,0,1.0,15,15,0.0,0.85
4609,ACC000093,44835.09,35030.3805,84077.69,1.2798916072293305,0.42943821006782695,0.42943821006782695,13,20,1.1904761904761907,1,55033.22,0,0,1.0,11,13,0.0,0.8666666666666667
4610,ACC000093,33723.0,28133.514000000003,56901.22,1.1986771364572515,0.3407321616189292,0.3407321616189292,5,5,0.5476190476190477,0,0.0,0,0,1.0,4,10,0.0,0.0
4611,ACC000093,18024.9,31006.018536585365,84077.69,0.5813355229318343,-0.5881917045551587,-0.5881917045551587,19,41,1.3476190476190477,3,66201.27,0,0,1.0,15,8,1.0,0.7894736842105263
4612,ACC000093,5258.85,35854.79875,84077.69,0.14667074375922973,-1.4216969931677879,-1.4216969931677879,12,24,0.9142857142857141,1,21105.66,0,0,1.0,9,11,0.0,0.875
4613,ACC000093,20183.33,20183.33,20183.33,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,1.0,0,15,0.0,0.0
4614,ACC000093,52001.89,34519.666296296295,84077.69,1.5064424306320545,0.7779958445778414,0.7779958445778414,12,27,0.8142857142857142,2,66256.97,1,0,0.0,9,12,0.0,0.8888888888888888
4615,ACC000093,66614.05,31055.515833333335,71450.0,2.1449989868949473,1.8645350649436132,1.8645350649436132,11,12,1.1714285714285713,1,18891.74,0,0,0.0,10,11,0.0,0.9
4616,ACC000093,38908.72,36386.399545454544,84077.69,1.0693204187843464,0.11340988720195622,0.11340988720195622,11,22,0.8380952380952381,1,55058.09,0,0,1.0,9,9,0.0,0.875
4617,ACC000093,47688.36,31499.836530612243,88680.31,1.513924046991653,0.7261589137995389,0.7261589137995389,18,49,0.9380952380952383,1,88680.31,1,0,0.0,13,15,0.0,0.9523809523809523
4618,ACC000093,18864.74,33790.78769230769,71450.0,0.5582805636784391,-0.7235889014329178,-0.7235889014329178,11,13,1.138095238095238,1,66614.05,0,0,1.0,9,8,1.0,0.9
4619,ACC000093,17071.52,31711.723421052633,84077.69,0.5383346648598303,-0.6457845001015897,-0.6457845001015897,17,38,1.1619047619047618,2,3527.54,1,0,1.0,13,9,0.0,0.7777777777777778
4620,ACC000093,12427.81,34162.314666666665,71450.0,0.3637871180937935,-1.0714322160400545,-1.0714322160400545,12,15,1.2142857142857142,2,73154.48,2,0,1.0,11,15,0.0,0.8333333333333334
4621,ACC000093,71450.0,28232.445,56901.22,2.5307762044697157,2.7305540906084254,2.7305540906084254,10,10,1.0952380952380953,2,51993.149999999994,1,0,1.0,8,15,0.0,0.0
4622,ACC000093,7322.66,35144.03142857143,84077.69,0.2083614116633989,-1.2474185696480085,-1.2474185696480085,12,28,0.7809523809523808,2,56712.92,2,0,1.0,9,17,1.0,0.8333333333333334
4623,ACC000093,52673.34,33971.9321875,84077.69,1.5504958537324878,0.8644514593982026,0.8644514593982026,13,32,0.7904761904761906,2,52194.71,0,0,0.0,10,11,0.0,0.8421052631578947
4624,ACC000093,20182.63,30121.235,56901.22,0.6700465634958195,-0.5585401067095851,-0.5585401067095851,4,4,0.4380952380952381,1,34124.64,1,0,1.0,3,9,0.0,0.0
4625,ACC000093,43551.58,34184.67379310345,84077.69,1.2740089393155556,0.4163899093099947,0.4163899093099947,13,29,0.8904761904761905,2,59324.55,0,0,1.0,10,12,0.0,0.8333333333333334
4626,ACC000093,84077.69,32803.908125,71450.0,2.5630388208508617,2.5216124431489124,2.5216124431489124,13,16,1.323809523809524,1,12427.81,0,0,0.0,12,15,0.0,0.8461538461538461
4627,ACC000093,4715.35,35141.19294117647,84077.69,0.1341829802958914,-1.414851725260507,-1.414851725260507,14,34,0.8666666666666667,3,127306.01,2,0,0.0,11,15,0.0,0.8333333333333334
4628,ACC000093,56901.22,20183.33,20183.33,2.81921863240605,0.0,0.0,1,1,0.10952380952380952,1,20183.33,0,0,1.0,1,13,0.0,0.0
4629,ACC000093,12085.93,31177.91,56901.22,0.3876440082096587,-1.2792991975739796,-1.2792991975739796,7,7,0.7666666666666666,1,43854.8,1,0,1.0,6,13,0.0,0.0
4630,ACC000093,88680.31,30308.576666666664,84077.69,2.92591469983249,2.789707679902155,2.789707679902155,17,48,0.8285714285714283,0,0.0,0,0,1.0,12,14,0.0,0.95
4631,ACC000093,4711.03,35666.152307692304,84077.69,0.13208685813254792,-1.4000251765308354,-1.4000251765308354,12,26,0.8476190476190475,2,66804.79000000001,0,0,0.0,10,9,0.0,0.8888888888888888
4632,ACC000093,43854.8,29065.095,56901.22,1.5088476400988884,0.9782047857770595,0.9782047857770595,6,6,0.657142857142857,0,0.0,0,0,1.0,5,12,0.0,0.0
4633,ACC000093,55058.09,35497.271428571425,84077.69,1.5510513282912288,0.874075636442282,0.874075636442282,12,21,1.0142857142857142,1,44835.09,0,0,0.0,11,11,0.0,0.875
4634,ACC000093,9275.75,38542.275,56901.22,0.24066430951468223,-1.594128911002239,-1.594128911002239,2,2,0.21904761904761905,1,56901.22,0,0,1.0,2,11,0.0,0.0
4635,ACC000093,2002.04,34271.88314285714,84077.69,0.05841639899549144,-1.480751879028337,-1.480751879028337,15,35,0.976190476190476,4,132021.36,3,0,0.0,11,15,0.0,0.8333333333333334
4636,ACC000093,37068.58,30696.944285714282,84077.69,1.2075657972657214,0.2910107548164023,0.2910107548164023,19,42,1.3142857142857145,3,67154.65,1,0,0.0,15,10,0.0,0.8
4637,ACC000093,32186.76,31031.665555555555,84077.69,1.0372230888598775,0.054289685837377304,0.054289685837377304,21,45,1.5,4,125178.19,0,0,0.0,16,8,1.0,0.8571428571428572
4638,ACC000093,9590.63,31056.776304347826,84077.69,0.30880957849631513,-1.0200293413171673,-1.0200293413171673,22,46,1.6095238095238094,4,139340.05,1,0,1.0,16,9,0.0,0.8571428571428572
4639,ACC000093,55033.22,33977.59947368421,84077.69,1.619691233414634,0.9175933666649063,0.9175933666649063,13,19,1.223809523809524,0,0.0,0,0,0.0,12,14,0.0,0.8666666666666667
4640,ACC000093,32587.43,34496.904,84077.69,0.9446479602923207,-0.08608511118469825,-0.08608511118469825,11,30,0.5714285714285714,0,0.0,0,0,1.0,9,13,0.0,0.8333333333333334
4641,ACC000093,31852.69,35820.01294117647,84077.69,0.8892428389768703,-0.17157212225023658,-0.17157212225023658,12,17,1.1476190476190475,1,84077.69,0,0,1.0,11,11,0.0,0.8461538461538461
4642,ACC000093,34124.64,28786.766666666666,56901.22,1.185428026535341,0.2620131244135898,0.2620131244135898,3,3,0.3285714285714285,0,0.0,0,0,0.0,3,8,1.0,0.0
4643,ACC000093,18891.74,32161.313636363637,71450.0,0.5874057326638484,-0.6788476654160928,-0.6788476654160928,11,11,1.2047619047619047,2,79916.73,0,0,1.0,9,12,0.0,0.0
4644,ACC000093,25999.07,30845.121860465115,84077.69,0.8428908181206958,-0.22373220193654095,-0.22373220193654095,19,43,1.280952380952381,3,71186.17,2,0,0.0,15,14,0.0,0.85
4645,ACC000093,854.38,33375.49861111111,84077.69,0.025599018308465556,-1.469364798397035,-1.469364798397035,16,36,1.0857142857142856,3,61742.78,0,0,0.0,12,12,0.0,0.7777777777777778
4646,ACC000093,16609.34,30600.049787234046,84077.69,0.5427880057544614,-0.6646816535740497,-0.6646816535740497,23,47,1.719047619047619,5,148930.68,2,0,0.0,17,10,0.0,0.8636363636363636
4647,ACC000093,21105.66,36496.065652173915,84077.69,0.578299595390574,-0.7073460041138325,-0.7073460041138325,11,23,0.8047619047619047,1,38908.72,1,0,0.0,9,13,0.0,0.8823529411764706
4648,ACC000093,61545.94,34630.9608,84077.69,1.7771941227804458,1.227775777290728,1.227775777290728,12,25,0.8809523809523808,1,5258.85,1,0,1.0,9,15,0.0,0.9411764705882353
4649,ACC000093,54289.74,32724.641428571427,71450.0,1.658986550501983,1.06516778961675,1.06516778961675,11,14,1.1047619047619048,1,18864.74,1,0,1.0,10,11,0.0,0.8181818181818181
4650,ACC000093,8466.73,30428.63555555556,56901.22,0.2782487563249997,-1.4477855755825428,-1.4477855755825428,9,9,0.9857142857142858,1,43526.42,0,0,1.0,7,14,0.0,0.0
4651,ACC000094,70102.35,42989.7708,103444.77,1.6306751279539273,1.024109223841638,1.024109223841638,10,25,0.5952380952380952,3,142676.2,0,0,1.0,8,9,0.0,0.8125
4652,ACC000094,78630.93,40639.86380952381,103444.77,1.934822674813519,1.4581909370146922,1.4581909370146922,6,21,0.15714285714285714,1,34542.27,0,0,1.0,5,9,0.0,0.875
4653,ACC000094,31303.8,47665.78794117647,121914.83,0.6567351837051656,-0.5470466345969694,-0.5470466345969694,17,34,1.295238095238095,0,0.0,0,0,0.0,14,12,0.0,1.0
4654,ACC000094,62203.83,42957.81,90848.47,1.448021442433867,0.7081547265193252,0.7081547265193252,8,8,0.8761904761904762,3,115311.69,1,0,1.0,8,9,0.0,0.0
4655,ACC000094,52534.12,39644.48818181818,90848.47,1.3251304887344537,0.48431767877047394,0.48431767877047394,11,11,1.2047619047619047,2,30223.06,0,0,0.0,11,10,0.0,0.0
4656,ACC000094,33997.92,42912.17592592593,103444.77,0.7922674454608518,-0.3350687788458373,-0.3350687788458373,12,27,0.8142857142857142,3,101157.12000000001,2,0,1.0,10,12,0.0,0.8823529411764706
4657,ACC000094,36908.16,46617.524545454544,121914.83,0.7917228630193052,-0.33924056589607776,-0.33924056589607776,10,44,-0.03809523809523796,1,65668.38,0,0,0.0,7,10,0.0,0.8888888888888888
4658,ACC000094,27886.31,46401.760888888886,121914.83,0.6009752532188386,-0.6533961238095551,-0.6533961238095551,10,45,-0.0714285714285714,2,102576.54000000001,1,0,0.0,8,13,0.0,0.7777777777777778
4659,ACC000094,55992.28,41815.110625,103444.77,1.3390441676010751,0.4990214251983774,0.4990214251983774,9,16,0.7523809523809525,0,0.0,0,0,1.0,7,8,1.0,1.0
4660,ACC000094,8714.09,42737.528000000006,90848.47,0.2038978482798537,-1.310631308301651,-1.310631308301651,10,10,1.0952380952380953,3,111597.15,3,0,1.0,10,16,0.0,0.0
4661,ACC000094,35689.93,45999.251086956516,121914.83,0.7758806753729994,-0.366133051479378,-0.366133051479378,11,46,0.03809523809523796,2,64794.47,0,0,0.0,9,10,0.0,0.7222222222222222
4662,ACC000094,13782.13,44032.562307692315,103444.77,0.3129985918987121,-1.1424478224846701,-1.1424478224846701,11,26,0.7047619047619047,3,164958.27000000002,1,0,1.0,9,10,0.0,0.8235294117647058
4663,ACC000094,47820.28,42366.73045454545,103444.77,1.128722454788093,0.20458776602056597,0.20458776602056597,7,22,0.2666666666666667,2,113173.19999999998,1,0,1.0,6,9,0.0,0.8823529411764706
4664,ACC000094,78793.89,44043.769,121914.83,1.788990628844684,1.1648518549076257,1.1648518549076257,15,30,1.1428571428571428,5,246568.80000000002,0,0,0.0,13,9,0.0,0.8947368421052632
4665,ACC000094,34542.27,40944.7435,103444.77,0.8436313687006001,-0.24014944168985852,-0.24014944168985852,5,20,0.04761904761904767,0,0.0,0,0,0.0,5,13,0.0,0.875
4666,ACC000094,9228.62,47198.302571428576,121914.83,0.19552864186235655,-1.2825403400076238,-1.2825403400076238,16,35,1.1190476190476188,1,31303.8,0,0,0.0,14,11,0.0,0.9444444444444444
4667,ACC000094,38020.95,44290.485714285714,103444.77,0.8584450901096462,-0.21539283876214277,-0.21539283876214277,14,14,1.5333333333333332,1,27998.54,1,0,1.0,12,16,0.0,0.0
4668,ACC000094,61498.27,45396.6285,121914.83,1.3546880469328244,0.5421547944402456,0.5421547944402456,12,40,0.38095238095238093,2,131530.83,1,0,1.0,10,14,0.0,0.8888888888888888
4669,ACC000094,27998.54,45543.71230769231,103444.77,0.6147619195124562,-0.5879741538341339,-0.5879741538341339,13,13,1.4238095238095239,2,155978.89,0,0,1.0,11,9,0.0,0.0
4670,ACC000094,62322.85,47221.634545454544,121914.83,1.31979442473575,0.4992334432383996,0.4992334432383996,17,33,1.3285714285714283,1,70071.5,0,0,1.0,14,11,0.0,0.8823529411764706
4671,ACC000094,19778.9,45670.158,90848.47,0.4330814883539488,-0.8632204845314235,-0.8632204845314235,5,5,0.5476190476190477,1,71407.81,0,0,1.0,5,12,0.0,0.0
4672,ACC000094,6771.57,45329.01724137931,121914.83,0.1493870904798365,-1.3063987642025798,-1.3063987642025798,14,29,1.0333333333333332,4,239797.23,4,0,1.0,12,17,1.0,0.8888888888888888
4673,ACC000094,17272.64,44061.31791666666,103444.77,0.3920136940222217,-1.0115151142962269,-1.0115151142962269,9,24,0.48571428571428577,3,204034.49,3,0,0.0,7,13,0.0,0.8888888888888888
4674,ACC000094,67648.44,41354.948333333334,90848.47,1.6358003751989534,0.9057061208208416,0.9057061208208416,6,6,0.657142857142857,1,19778.9,1,0,1.0,6,15,0.0,0.0
4675,ACC000094,13196.42,90848.47,90848.47,0.14525748204675323,0.0,0.0,1,1,0.10952380952380952,1,90848.47,1,0,1.0,1,9,0.0,0.0
4676,ACC000094,103444.77,40718.62416666667,90848.47,2.540478027366224,2.4379740298621893,2.4379740298621893,12,12,1.314285714285714,3,82757.18000000001,1,0,0.0,11,10,0.0,0.0
4677,ACC000094,71407.81,39235.745,90848.47,1.8199682457921977,1.0621104384228237,1.0621104384228237,4,4,0.4380952380952381,4,156942.98,4,1,1.0,4,14,0.0,0.0
4678,ACC000094,23390.78,45779.90382978723,121914.83,0.5109399112538221,-0.8025969679923253,-0.8025969679923253,11,47,0.004761904761904745,1,35689.93,1,0,0.0,9,17,1.0,0.7222222222222222
4679,ACC000094,23601.46,42649.06176470588,103444.77,0.553387554694845,-0.6860829931174913,-0.6860829931174913,8,17,0.5761904761904761,1,55992.28,1,0,1.0,6,12,0.0,1.0
4680,ACC000094,16494.44,42231.60157894737,103444.77,0.39057102698711166,-0.9624717876055892,-0.9624717876055892,6,19,0.2238095238095238,2,77366.38,1,0,0.0,6,11,0.0,0.9375
4681,ACC000094,52379.4,45789.351463414634,121914.83,1.1439209843767009,0.22384763271634758,0.22384763271634758,9,41,-0.08095238095238089,1,61498.27,0,0,0.0,8,11,0.0,0.8947368421052632
4682,ACC000094,28575.71,45313.463749999995,121914.83,0.6306229459229985,-0.6023300581201693,-0.6023300581201693,11,48,-0.028571428571428692,2,59080.71,2,0,0.0,9,17,1.0,0.7222222222222222
4683,ACC000094,77583.28,42603.84130434783,103444.77,1.821039550067107,1.340512902209416,1.340512902209416,8,23,0.3761904761904761,3,160993.47999999998,2,0,0.0,7,12,0.0,0.8888888888888888
4684,ACC000094,53764.92,41590.861666666664,103444.77,1.29270993303537,0.4454284791930391,0.4454284791930391,7,18,0.4,1,23601.46,0,0,0.0,6,10,0.0,0.9375
4685,ACC000094,62029.49,44324.58710526316,121914.83,1.399437514278267,0.5886106616683321,0.5886106616683321,13,38,0.5904761904761906,1,7124.52,1,0,1.0,10,17,1.0,1.0
4686,ACC000094,16040.58,46143.589166666665,121914.83,0.3476231539350528,-1.008461509626594,-1.008461509626594,16,36,1.0857142857142856,1,9228.62,1,0,0.0,14,17,1.0,0.8823529411764706
4687,ACC000094,121914.83,42593.80964285714,103444.77,2.862266395568699,3.0301584575952956,3.0301584575952956,13,28,0.9238095238095239,3,117882.40000000001,3,0,0.0,11,15,0.0,0.8823529411764706
4688,ACC000094,55759.89,45946.25738095238,121914.83,1.213589379819998,0.33718441580854597,0.33718441580854597,9,42,-0.1142857142857141,1,52379.4,0,0,0.0,8,8,1.0,0.8947368421052632
4689,ACC000094,51086.42,44971.87693877552,121914.83,1.1359637061523757,0.22150163267006673,0.22150163267006673,12,49,0.08095238095238089,0,0.0,0,0,1.0,9,16,0.0,0.875
4690,ACC000094,21508.97,45096.25666666667,90848.47,0.4769568826740017,-0.8959154501189094,-0.8959154501189094,9,9,0.9857142857142858,3,157736.62,2,0,1.0,9,13,0.0,0.0
4691,ACC000094,70071.5,46507.57625,121914.83,1.506668496834427,0.7740419740726964,0.7740419740726964,16,32,1.219047619047619,3,173700.94,2,0,1.0,13,17,1.0,0.8888888888888888
4692,ACC000094,25678.99,43754.66333333333,90848.47,0.5868857864216989,-0.534959820271996,-0.534959820271996,3,3,0.3285714285714285,3,131263.99,3,1,1.0,3,12,0.0,0.0
4693,ACC000094,7124.52,45329.994324324325,121914.83,0.15717010571468223,-1.2800784755562697,-1.2800784755562697,14,37,0.7666666666666666,0,0.0,0,0,1.0,11,10,0.0,0.9411764705882353
4694,ACC000094,90848.47,90848.47,90848.47,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,1.0,0,9,0.0,0.0
4695,ACC000094,88135.48,45164.74064516129,121914.83,1.9514222541969222,1.4331938934282284,1.4331938934282284,16,31,1.2523809523809522,4,241478.21,1,0,1.0,13,10,0.0,0.8947368421052632
4696,ACC000094,27884.35,45111.16142857143,90848.47,0.6181252957574991,-0.6063935158516547,-0.6063935158516547,7,7,0.7666666666666666,2,87427.34,0,0,1.0,7,8,1.0,0.0
4697,ACC000094,10954.02,43872.51666666667,103444.77,0.24967840534943858,-1.1688180184617347,-1.1688180184617347,11,15,1.0714285714285714,0,0.0,0,0,1.0,9,13,0.0,1.0
4698,ACC000094,69501.34,44778.55897435897,121914.83,1.5521120284330217,0.8289949019714591,0.8289949019714591,14,39,0.7,2,69154.01,0,0,0.0,11,8,1.0,1.0
4699,ACC000094,65668.38,46174.481395348834,121914.83,1.4221790481574266,0.6768190861229656,0.6768190861229656,9,43,-0.14761904761904754,1,55759.89,1,0,0.0,7,17,1.0,0.8888888888888888
4700,ACC000094,27219.1,52022.445,90848.47,0.5232183916000103,-0.6388329735016655,-0.6388329735016655,2,2,0.21904761904761905,2,104044.89,2,1,1.0,2,11,0.0,0.0
4701,ACC000095,8514.62,2599.7439999999997,5756.86,3.2751763250535446,3.3911342987133155,3.3911342987133155,5,5,0.5476190476190477,1,2846.79,0,0,1.0,5,10,0.0,0.0
4702,ACC000095,3234.58,6044.1973684210525,41230.78,0.5351545958607538,-0.32022805308929886,-0.32022805308929886,16,19,1.6523809523809523,1,1804.69,1,0,1.0,14,17,1.0,1.0
4703,ACC000095,3782.3,6807.246969696969,41230.78,0.5556284378746982,-0.3505547009204342,-0.3505547009204342,8,33,0.042857142857142705,2,8694.14,1,0,1.0,8,14,0.0,0.8666666666666667
4704,ACC000095,5420.38,5689.648409090909,41230.78,0.9526739809333962,-0.03474897440011397,-0.03474897440011397,15,44,0.6761904761904762,0,0.0,0,0,0.0,15,12,0.0,0.9473684210526316
4705,ACC000095,3889.98,6779.495238095238,41230.78,0.573786080435824,-0.3127776766368273,-0.3127776766368273,17,21,1.7285714285714284,2,27529.65,1,0,1.0,16,14,0.0,0.9473684210526316
4706,ACC000095,1074.01,3750.946666666667,8514.62,0.2863303841519118,-1.0178189265937143,-1.0178189265937143,9,9,0.9857142857142858,2,6972.31,1,0,1.0,9,11,0.0,0.0
4707,ACC000095,5272.87,3585.556666666667,8514.62,1.4705861572401122,0.620504435472819,0.620504435472819,6,6,0.657142857142857,2,11361.41,1,0,1.0,6,13,0.0,0.0
4708,ACC000095,5756.86,1465.0233333333333,2051.19,3.9295346831791074,6.469480551864677,6.469480551864677,3,3,0.3285714285714285,1,537.55,0,0,1.0,3,8,1.0,0.0
4709,ACC000095,26282.61,6514.401304347826,43897.55,4.034539594982968,2.1014228371723713,2.1014228371723713,16,46,0.7523809523809522,0,0.0,0,0,1.0,16,10,0.0,0.95
4710,ACC000095,8387.78,3966.3464285714285,8514.62,2.114737114130763,1.589224529619317,1.589224529619317,14,14,1.5333333333333332,4,20696.32,1,0,1.0,12,12,0.0,0.0
4711,ACC000095,945.48,6028.116585365854,41230.78,0.15684500898593978,-0.6416249403450647,-0.6416249403450647,12,41,0.3476190476190475,1,39.19,0,0,1.0,12,9,0.0,0.8333333333333334
4712,ACC000095,3323.88,7518.121785714286,41230.78,0.4421157430990197,-0.4579772112576184,-0.4579772112576184,10,28,0.49523809523809526,1,17463.19,1,0,0.0,10,17,1.0,0.9047619047619048
4713,ACC000095,723.13,3826.6014285714286,8514.62,0.18897447604569664,-1.2001715043640944,-1.2001715043640944,7,7,0.7666666666666666,0,0.0,0,0,1.0,7,13,0.0,0.0
4714,ACC000095,3863.95,6449.572608695653,41230.78,0.5991017133120448,-0.2906518220239828,-0.2906518220239828,17,23,1.6619047619047618,2,5970.77,0,0,1.0,15,12,0.0,0.95
4715,ACC000095,1946.87,6286.326153846154,41230.78,0.3096991712415127,-0.540096081036935,-0.540096081036935,13,39,0.5571428571428572,5,16745.27,5,0,1.0,12,15,0.0,0.8947368421052632
4716,ACC000095,6249.18,3438.6675,8514.62,1.8173260427185822,1.0696127765469103,1.0696127765469103,8,8,0.8761904761904762,1,723.13,0,0,1.0,8,8,1.0,0.0
4717,ACC000095,1552.76,5907.101428571429,41230.78,0.2628632703832747,-0.553642306313731,-0.553642306313731,13,42,0.4571428571428573,2,984.6700000000001,1,0,1.0,13,9,0.0,0.8421052631578947
4718,ACC000095,39.19,6177.83975,41230.78,0.006343641399892252,-0.7709539676299902,-0.7709539676299902,13,40,0.523809523809524,4,10759.82,0,0,1.0,12,12,0.0,0.8888888888888888
4719,ACC000095,2080.79,6648.153636363637,41230.78,0.3129876524842372,-0.5049106957915727,-0.5049106957915727,18,22,1.8380952380952382,3,31419.63,2,0,0.0,17,16,0.0,0.95
4720,ACC000095,537.55,1928.76,2051.19,0.27870237873037595,-11.363309646328508,-11.363309646328508,2,2,0.21904761904761905,2,3857.52,0,1,1.0,2,15,0.0,0.0
4721,ACC000095,7365.78,6215.84,41230.78,1.1850015444412982,0.12484124102582952,0.12484124102582952,15,17,1.5761904761904761,1,41230.78,1,0,1.0,13,16,0.0,1.0
4722,ACC000095,4208.52,6718.277941176471,41230.78,0.6264283848999295,-0.29469238929032054,-0.29469238929032054,8,34,0.00952380952380949,2,9543.970000000001,0,0,1.0,8,10,0.0,0.875
4723,ACC000095,693.51,5805.837674418604,41230.78,0.11945046329071678,-0.655379178872077,-0.655379178872077,14,43,0.5666666666666667,3,2537.43,2,0,1.0,14,11,0.0,0.8421052631578947
4724,ACC000095,2950.64,6853.548775510204,43897.55,0.43052732192459564,-0.40722251272760096,-0.40722251272760096,16,49,0.6523809523809523,2,9878.82,1,0,1.0,16,13,0.0,0.9047619047619048
4725,ACC000095,7075.99,3483.2529999999997,8514.62,2.0314315382775816,1.3706659690420335,1.3706659690420335,10,10,1.0952380952380953,0,0.0,0,0,1.0,10,12,0.0,0.0
4726,ACC000095,715.67,7373.4927586206895,41230.78,0.09705983628495156,-0.7371871363571951,-0.7371871363571951,5,29,-0.2523809523809524,0,0.0,0,0,1.0,5,8,1.0,0.9411764705882353
4727,ACC000095,2343.58,6467.4127027027025,41230.78,0.36236747332061064,-0.5023620155915113,-0.5023620155915113,11,37,0.338095238095238,3,10872.82,3,0,1.0,10,15,0.0,0.8823529411764706
4728,ACC000095,10155.99,6341.838333333333,41230.78,1.6014268207720002,0.4372044483019176,0.4372044483019176,15,24,1.3428571428571427,0,0.0,0,0,0.0,14,9,0.0,0.9047619047619048
4729,ACC000095,24295.07,5903.7165,41230.78,4.115216237094041,2.145129675422016,2.145129675422016,16,20,1.619047619047619,1,3234.58,0,0,1.0,15,11,0.0,0.9444444444444444
4730,ACC000095,5761.67,6839.92125,41230.78,0.8423591134181552,-0.12307665171421467,-0.12307665171421467,7,32,-0.06666666666666665,2,4330.5199999999995,0,0,0.0,7,13,0.0,0.9333333333333333
4731,ACC000095,3528.87,6358.890789473684,41230.78,0.5549505592770339,-0.3482242054362005,-0.3482242054362005,12,38,0.4476190476190476,4,13216.400000000001,4,0,1.0,11,15,0.0,0.8888888888888888
4732,ACC000095,1398.05,7151.565333333333,41230.78,0.19548867063881958,-0.6421582118492657,-0.6421582118492657,5,30,-0.2857142857142857,1,715.67,1,0,0.0,5,14,0.0,0.9411764705882353
4733,ACC000095,2846.79,2537.9825,5756.86,1.121674400828217,0.15875374174624135,0.15875374174624135,4,4,0.4380952380952381,1,5756.86,1,0,1.0,4,16,0.0,0.0
4734,ACC000095,2932.47,6965.96806451613,41230.78,0.42097092218060506,-0.45461247874048605,-0.45461247874048605,6,31,-0.17619047619047634,2,2113.72,2,0,1.0,6,15,0.0,0.8823529411764706
4735,ACC000095,3723.8,6646.570571428571,41230.78,0.560258852288035,-0.3477669000159704,-0.3477669000159704,9,35,0.11904761904761907,3,13752.490000000002,1,0,0.0,9,12,0.0,0.8823529411764706
4736,ACC000095,41230.78,4027.40625,8514.62,10.237551774172273,12.589743743262146,12.589743743262146,16,16,1.7523809523809524,0,0.0,0,0,1.0,14,14,0.0,0.0
4737,ACC000095,521.87,4261.108666666667,8514.62,0.12247282123603825,-1.287050851116248,-1.287050851116248,15,15,1.6428571428571428,4,22008.11,2,0,1.0,13,13,0.0,0.0
4738,ACC000095,3932.57,6494.404399999999,41230.78,0.6055320484816129,-0.29857131232838746,-0.29857131232838746,12,25,0.8809523809523808,0,0.0,0,0,1.0,12,8,1.0,0.8571428571428572
4739,ACC000095,17463.19,7149.785925925926,41230.78,2.442477324625415,1.130817558644316,1.130817558644316,10,27,0.5285714285714286,1,26751.54,0,0,1.0,10,15,0.0,0.9
4740,ACC000095,1806.33,2051.19,2051.19,0.8806253930645137,0.0,0.0,1,1,0.10952380952380952,1,2051.19,1,0,1.0,1,15,0.0,0.0
4741,ACC000095,1804.69,6279.725555555556,41230.78,0.287383578157078,-0.4996929733457403,-0.4996929733457403,16,18,1.6857142857142855,2,48596.56,0,0,1.0,14,8,1.0,1.0
4742,ACC000095,8430.26,3591.2566666666667,8514.62,2.3474401254157087,1.7997747590610516,1.7997747590610516,12,12,1.314285714285714,2,8262.55,2,0,0.0,12,16,0.0,0.0
4743,ACC000095,2051.19,2051.19,2051.19,1.0,0.0,0.0,0,0,0.0,0,0.0,0,0,1.0,0,15,0.0,0.0
4744,ACC000095,4003.51,3963.4876923076927,8514.62,1.0100977499614752,0.013862288102799379,0.013862288102799379,13,13,1.4238095238095239,3,16692.81,0,0,0.0,12,9,0.0,0.0
